  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
   5  12  20   1     0.139013E+00
   5  12  20   5     0.635095E-01
   5  12  21   4     0.133232E+00
   5  12  22   3     0.133232E+00
   5  12  23   2     0.133232E+00
   5  12  24   1     0.133232E+00
   5  16   1   4     0.000000E+00
   5  16   1   8     -.199251E+00
   5  16   1  12     -.163563E+00
   5  16   1  16     -.135652E+00
   5  16   1  20     -.179482E+00
   5  16   1  24     -.160009E+00
   5  16   2   3     0.000000E+00
   5  16   2   7     -.199251E+00
   5  16   2  11     -.163563E+00
   5  16   2  15     -.135652E+00
   5  16   2  19     -.179482E+00
   5  16   2  23     -.160009E+00
   5  16   3   2     0.000000E+00
   5  16   3   6     -.199251E+00
   5  16   3  10     -.163563E+00
   5  16   3  14     -.135652E+00
   5  16   3  18     -.179482E+00
   5  16   3  22     -.160009E+00
   5  16   4   1     0.000000E+00
   5  16   4   5     -.199251E+00
   5  16   4   9     -.163563E+00
   5  16   4  13     -.135652E+00
   5  16   4  17     -.179482E+00
   5  16   4  21     -.160009E+00
   5  16   5   4     0.199251E+00
   5  16   5   8     0.000000E+00
   5  16   5  12     -.110927E+00
   5  16   5  16     -.277236E+00
   5  16   5  20     -.170696E+00
   5  16   6   3     0.199251E+00
   5  16   6   7     0.000000E+00
   5  16   6  11     -.110927E+00
   5  16   6  15     -.277236E+00
   5  16   6  19     -.170696E+00
   5  16   7   2     0.199251E+00
   5  16   7   6     0.000000E+00
   5  16   7  10     -.110927E+00
   5  16   7  14     -.277236E+00
   5  16   7  18     -.170696E+00
   5  16   8   1     0.199251E+00
   5  16   8   5     0.000000E+00
   5  16   8   9     -.110927E+00
   5  16   8  13     -.277236E+00
   5  16   8  17     -.170696E+00
   5  16   9   4     0.163563E+00
   5  16   9   8     0.110927E+00
   5  16   9  12     0.000000E+00
   5  16   9  16     -.391530E-01
   5  16  10   3     0.163563E+00
   5  16  10   7     0.110927E+00
   5  16  10  11     0.000000E+00
   5  16  10  15     -.391530E-01
   5  16  11   2     0.163563E+00
   5  16  11   6     0.110927E+00
   5  16  11  10     0.000000E+00
   5  16  11  14     -.391530E-01
   5  16  12   1     0.163563E+00
   5  16  12   5     0.110927E+00
   5  16  12   9     0.000000E+00
   5  16  12  13     -.391530E-01
   5  16  13   4     0.135652E+00
   5  16  13   8     0.277236E+00
   5  16  13  12     0.391530E-01
   5  16  14   3     0.135652E+00
   5  16  14   7     0.277236E+00
   5  16  14  11     0.391530E-01
   5  16  15   2     0.135652E+00
   5  16  15   6     0.277236E+00
   5  16  15  10     0.391530E-01
   5  16  16   1     0.135652E+00
   5  16  16   5     0.277236E+00
   5  16  16   9     0.391530E-01
   5  16  17   4     0.179482E+00
   5  16  17   8     0.170696E+00
   5  16  18   3     0.179482E+00
   5  16  18   7     0.170696E+00
   5  16  19   2     0.179482E+00
   5  16  19   6     0.170696E+00
   5  16  20   1     0.179482E+00
   5  16  20   5     0.170696E+00
   5  16  21   4     0.160009E+00
   5  16  22   3     0.160009E+00
   5  16  23   2     0.160009E+00
   5  16  24   1     0.160009E+00
   5  20   1   4     0.000000E+00
   5  20   1   8     -.149208E+00
   5  20   1  12     -.181861E+00
   5  20   1  16     -.144853E+00
   5  20   1  20     -.140390E+00
   5  20   1  24     -.148257E+00
   5  20   2   3     0.000000E+00
   5  20   2   7     -.149208E+00
   5  20   2  11     -.181861E+00
   5  20   2  15     -.144853E+00
   5  20   2  19     -.140390E+00
   5  20   2  23     -.148257E+00
   5  20   3   2     0.000000E+00
   5  20   3   6     -.149208E+00
   5  20   3  10     -.181861E+00
   5  20   3  14     -.144853E+00
   5  20   3  18     -.140390E+00
   5  20   3  22     -.148257E+00
   5  20   4   1     0.000000E+00
   5  20   4   5     -.149208E+00
   5  20   4   9     -.181861E+00
   5  20   4  13     -.144853E+00
   5  20   4  17     -.140390E+00
   5  20   4  21     -.148257E+00
   5  20   5   4     0.149208E+00
   5  20   5   8     0.000000E+00
   5  20   5  12     -.635095E-01
   5  20   5  16     -.170696E+00
   5  20   5  20     -.256045E+00
   5  20   6   3     0.149208E+00
   5  20   6   7     0.000000E+00
   5  20   6  11     -.635095E-01
   5  20   6  15     -.170696E+00
   5  20   6  19     -.256045E+00
   5  20   7   2     0.149208E+00
   5  20   7   6     0.000000E+00
   5  20   7  10     -.635095E-01
   5  20   7  14     -.170696E+00
   5  20   7  18     -.256045E+00
   5  20   8   1     0.149208E+00
   5  20   8   5     0.000000E+00
   5  20   8   9     -.635095E-01
   5  20   8  13     -.170696E+00
   5  20   8  17     -.256045E+00
   5  20   9   4     0.181861E+00
   5  20   9   8     0.635095E-01
   5  20   9  12     0.000000E+00
   5  20   9  16     -.995875E-01
   5  20  10   3     0.181861E+00
   5  20  10   7     0.635095E-01
   5  20  10  11     0.000000E+00
   5  20  10  15     -.995875E-01
   5  20  11   2     0.181861E+00
   5  20  11   6     0.635095E-01
   5  20  11  10     0.000000E+00
   5  20  11  14     -.995875E-01
   5  20  12   1     0.181861E+00
   5  20  12   5     0.635095E-01
   5  20  12   9     0.000000E+00
   5  20  12  13     -.995875E-01
   5  20  13   4     0.144853E+00
   5  20  13   8     0.170696E+00
   5  20  13  12     0.995875E-01
   5  20  14   3     0.144853E+00
   5  20  14   7     0.170696E+00
   5  20  14  11     0.995875E-01
   5  20  15   2     0.144853E+00
   5  20  15   6     0.170696E+00
   5  20  15  10     0.995875E-01
   5  20  16   1     0.144853E+00
   5  20  16   5     0.170696E+00
   5  20  16   9     0.995875E-01
   5  20  17   4     0.140390E+00
   5  20  17   8     0.256045E+00
   5  20  18   3     0.140390E+00
   5  20  18   7     0.256045E+00
   5  20  19   2     0.140390E+00
   5  20  19   6     0.256045E+00
   5  20  20   1     0.140390E+00
   5  20  20   5     0.256045E+00
   5  20  21   4     0.148257E+00
   5  20  22   3     0.148257E+00
   5  20  23   2     0.148257E+00
   5  20  24   1     0.148257E+00
   6   3   1   4     0.000000E+00
   6   3   1   8     0.908430E+00
   6   3   1  12     0.444009E+00
   6   3   1  16     0.274990E+00
   6   3   1  20     0.115038E+00
   6   3   1  24     0.580790E-01
   6   3   2   3     0.000000E+00
   6   3   2   7     0.908430E+00
   6   3   2  11     0.444009E+00
   6   3   2  15     0.274990E+00
   6   3   2  19     0.115038E+00
   6   3   2  23     0.580790E-01
   6   3   3   2     0.000000E+00
   6   3   3   6     0.908430E+00
   6   3   3  10     0.444009E+00
   6   3   3  14     0.274990E+00
   6   3   3  18     0.115038E+00
   6   3   3  22     0.580790E-01
   6   3   4   1     0.000000E+00
   6   3   4   5     0.908430E+00
   6   3   4   9     0.444009E+00
   6   3   4  13     0.274990E+00
   6   3   4  17     0.115038E+00
   6   3   4  21     0.580790E-01
   6   3   5   4     -.908430E+00
   6   3   5   8     0.000000E+00
   6   3   5  12     0.242518E+00
   6   3   5  16     0.199251E+00
   6   3   5  20     0.149208E+00
   6   3   6   3     -.908430E+00
   6   3   6   7     0.000000E+00
   6   3   6  11     0.242518E+00
   6   3   6  15     0.199251E+00
   6   3   6  19     0.149208E+00
   6   3   7   2     -.908430E+00
   6   3   7   6     0.000000E+00
   6   3   7  10     0.242518E+00
   6   3   7  14     0.199251E+00
   6   3   7  18     0.149208E+00
   6   3   8   1     -.908430E+00
   6   3   8   5     0.000000E+00
   6   3   8   9     0.242518E+00
   6   3   8  13     0.199251E+00
   6   3   8  17     0.149208E+00
   6   3   9   4     -.444009E+00
   6   3   9   8     -.242518E+00
   6   3   9  12     0.000000E+00
   6   3   9  16     0.943675E-01
   6   3  10   3     -.444009E+00
   6   3  10   7     -.242518E+00
   6   3  10  11     0.000000E+00
   6   3  10  15     0.943675E-01
   6   3  11   2     -.444009E+00
   6   3  11   6     -.242518E+00
   6   3  11  10     0.000000E+00
   6   3  11  14     0.943675E-01
   6   3  12   1     -.444009E+00
   6   3  12   5     -.242518E+00
   6   3  12   9     0.000000E+00
   6   3  12  13     0.943675E-01
   6   3  13   4     -.274990E+00
   6   3  13   8     -.199251E+00
   6   3  13  12     -.943675E-01
   6   3  14   3     -.274990E+00
   6   3  14   7     -.199251E+00
   6   3  14  11     -.943675E-01
   6   3  15   2     -.274990E+00
   6   3  15   6     -.199251E+00
   6   3  15  10     -.943675E-01
   6   3  16   1     -.274990E+00
   6   3  16   5     -.199251E+00
   6   3  16   9     -.943675E-01
   6   3  17   4     -.115038E+00
   6   3  17   8     -.149208E+00
   6   3  18   3     -.115038E+00
   6   3  18   7     -.149208E+00
   6   3  19   2     -.115038E+00
   6   3  19   6     -.149208E+00
   6   3  20   1     -.115038E+00
   6   3  20   5     -.149208E+00
   6   3  21   4     -.580790E-01
   6   3  22   3     -.580790E-01
   6   3  23   2     -.580790E-01
   6   3  24   1     -.580790E-01
   6   7   1   4     0.000000E+00
   6   7   1   8     0.000000E+00
   6   7   1  12     0.000000E+00
   6   7   1  16     0.000000E+00
   6   7   1  20     0.000000E+00
   6   7   1  24     0.000000E+00
   6   7   2   3     0.000000E+00
   6   7   2   7     0.000000E+00
   6   7   2  11     0.000000E+00
   6   7   2  15     0.000000E+00
   6   7   2  19     0.000000E+00
   6   7   2  23     0.000000E+00
   6   7   3   2     0.000000E+00
   6   7   3   6     0.000000E+00
   6   7   3  10     0.000000E+00
   6   7   3  14     0.000000E+00
   6   7   3  18     0.000000E+00
   6   7   3  22     0.000000E+00
   6   7   4   1     0.000000E+00
   6   7   4   5     0.000000E+00
   6   7   4   9     0.000000E+00
   6   7   4  13     0.000000E+00
   6   7   4  17     0.000000E+00
   6   7   4  21     0.000000E+00
   6   7   5   4     0.000000E+00
   6   7   5   8     0.000000E+00
   6   7   5  12     0.000000E+00
   6   7   5  16     0.000000E+00
   6   7   5  20     0.000000E+00
   6   7   6   3     0.000000E+00
   6   7   6   7     0.000000E+00
   6   7   6  11     0.000000E+00
   6   7   6  15     0.000000E+00
   6   7   6  19     0.000000E+00
   6   7   7   2     0.000000E+00
   6   7   7   6     0.000000E+00
   6   7   7  10     0.000000E+00
   6   7   7  14     0.000000E+00
   6   7   7  18     0.000000E+00
   6   7   8   1     0.000000E+00
   6   7   8   5     0.000000E+00
   6   7   8   9     0.000000E+00
   6   7   8  13     0.000000E+00
   6   7   8  17     0.000000E+00
   6   7   9   4     0.000000E+00
   6   7   9   8     0.000000E+00
   6   7   9  12     0.000000E+00
   6   7   9  16     0.000000E+00
   6   7  10   3     0.000000E+00
   6   7  10   7     0.000000E+00
   6   7  10  11     0.000000E+00
   6   7  10  15     0.000000E+00
   6   7  11   2     0.000000E+00
   6   7  11   6     0.000000E+00
   6   7  11  10     0.000000E+00
   6   7  11  14     0.000000E+00
   6   7  12   1     0.000000E+00
   6   7  12   5     0.000000E+00
   6   7  12   9     0.000000E+00
   6   7  12  13     0.000000E+00
   6   7  13   4     0.000000E+00
   6   7  13   8     0.000000E+00
   6   7  13  12     0.000000E+00
   6   7  14   3     0.000000E+00
   6   7  14   7     0.000000E+00
   6   7  14  11     0.000000E+00
   6   7  15   2     0.000000E+00
   6   7  15   6     0.000000E+00
   6   7  15  10     0.000000E+00
   6   7  16   1     0.000000E+00
   6   7  16   5     0.000000E+00
   6   7  16   9     0.000000E+00
   6   7  17   4     0.000000E+00
   6   7  17   8     0.000000E+00
   6   7  18   3     0.000000E+00
   6   7  18   7     0.000000E+00
   6   7  19   2     0.000000E+00
   6   7  19   6     0.000000E+00
   6   7  20   1     0.000000E+00
   6   7  20   5     0.000000E+00
   6   7  21   4     0.000000E+00
   6   7  22   3     0.000000E+00
   6   7  23   2     0.000000E+00
   6   7  24   1     0.000000E+00
   6  11   1   4     0.000000E+00
   6  11   1   8     -.242518E+00
   6  11   1  12     -.886950E-01
   6  11   1  16     -.193143E+00
   6  11   1  20     -.139013E+00
   6  11   1  24     -.133232E+00
   6  11   2   3     0.000000E+00
   6  11   2   7     -.242518E+00
   6  11   2  11     -.886950E-01
   6  11   2  15     -.193143E+00
   6  11   2  19     -.139013E+00
   6  11   2  23     -.133232E+00
   6  11   3   2     0.000000E+00
   6  11   3   6     -.242518E+00
   6  11   3  10     -.886950E-01
   6  11   3  14     -.193143E+00
   6  11   3  18     -.139013E+00
   6  11   3  22     -.133232E+00
   6  11   4   1     0.000000E+00
   6  11   4   5     -.242518E+00
   6  11   4   9     -.886950E-01
   6  11   4  13     -.193143E+00
   6  11   4  17     -.139013E+00
   6  11   4  21     -.133232E+00
   6  11   5   4     0.242518E+00
   6  11   5   8     0.000000E+00
   6  11   5  12     -.235679E+00
   6  11   5  16     -.110927E+00
   6  11   5  20     -.635095E-01
   6  11   6   3     0.242518E+00
   6  11   6   7     0.000000E+00
   6  11   6  11     -.235679E+00
   6  11   6  15     -.110927E+00
   6  11   6  19     -.635095E-01
   6  11   7   2     0.242518E+00
   6  11   7   6     0.000000E+00
   6  11   7  10     -.235679E+00
   6  11   7  14     -.110927E+00
   6  11   7  18     -.635095E-01
   6  11   8   1     0.242518E+00
   6  11   8   5     0.000000E+00
   6  11   8   9     -.235679E+00
   6  11   8  13     -.110927E+00
   6  11   8  17     -.635095E-01
   6  11   9   4     0.886950E-01
   6  11   9   8     0.235679E+00
   6  11   9  12     0.000000E+00
   6  11   9  16     -.986740E-01
   6  11  10   3     0.886950E-01
   6  11  10   7     0.235679E+00
   6  11  10  11     0.000000E+00
   6  11  10  15     -.986740E-01
   6  11  11   2     0.886950E-01
   6  11  11   6     0.235679E+00
   6  11  11  10     0.000000E+00
   6  11  11  14     -.986740E-01
   6  11  12   1     0.886950E-01
   6  11  12   5     0.235679E+00
   6  11  12   9     0.000000E+00
   6  11  12  13     -.986740E-01
   6  11  13   4     0.193143E+00
   6  11  13   8     0.110927E+00
   6  11  13  12     0.986740E-01
   6  11  14   3     0.193143E+00
   6  11  14   7     0.110927E+00
   6  11  14  11     0.986740E-01
   6  11  15   2     0.193143E+00
   6  11  15   6     0.110927E+00
   6  11  15  10     0.986740E-01
   6  11  16   1     0.193143E+00
   6  11  16   5     0.110927E+00
   6  11  16   9     0.986740E-01
   6  11  17   4     0.139013E+00
   6  11  17   8     0.635095E-01
   6  11  18   3     0.139013E+00
   6  11  18   7     0.635095E-01
   6  11  19   2     0.139013E+00
   6  11  19   6     0.635095E-01
   6  11  20   1     0.139013E+00
   6  11  20   5     0.635095E-01
   6  11  21   4     0.133232E+00
   6  11  22   3     0.133232E+00
   6  11  23   2     0.133232E+00
   6  11  24   1     0.133232E+00
   6  15   1   4     0.000000E+00
   6  15   1   8     -.199251E+00
   6  15   1  12     -.163563E+00
   6  15   1  16     -.135652E+00
   6  15   1  20     -.179482E+00
   6  15   1  24     -.160009E+00
   6  15   2   3     0.000000E+00
   6  15   2   7     -.199251E+00
   6  15   2  11     -.163563E+00
   6  15   2  15     -.135652E+00
   6  15   2  19     -.179482E+00
   6  15   2  23     -.160009E+00
   6  15   3   2     0.000000E+00
   6  15   3   6     -.199251E+00
   6  15   3  10     -.163563E+00
   6  15   3  14     -.135652E+00
   6  15   3  18     -.179482E+00
   6  15   3  22     -.160009E+00
   6  15   4   1     0.000000E+00
   6  15   4   5     -.199251E+00
   6  15   4   9     -.163563E+00
   6  15   4  13     -.135652E+00
   6  15   4  17     -.179482E+00
   6  15   4  21     -.160009E+00
   6  15   5   4     0.199251E+00
   6  15   5   8     0.000000E+00
   6  15   5  12     -.110927E+00
   6  15   5  16     -.277236E+00
   6  15   5  20     -.170696E+00
   6  15   6   3     0.199251E+00
   6  15   6   7     0.000000E+00
   6  15   6  11     -.110927E+00
   6  15   6  15     -.277236E+00
   6  15   6  19     -.170696E+00
   6  15   7   2     0.199251E+00
   6  15   7   6     0.000000E+00
   6  15   7  10     -.110927E+00
   6  15   7  14     -.277236E+00
   6  15   7  18     -.170696E+00
   6  15   8   1     0.199251E+00
   6  15   8   5     0.000000E+00
   6  15   8   9     -.110927E+00
   6  15   8  13     -.277236E+00
   6  15   8  17     -.170696E+00
   6  15   9   4     0.163563E+00
   6  15   9   8     0.110927E+00
   6  15   9  12     0.000000E+00
   6  15   9  16     -.391530E-01
   6  15  10   3     0.163563E+00
   6  15  10   7     0.110927E+00
   6  15  10  11     0.000000E+00
   6  15  10  15     -.391530E-01
   6  15  11   2     0.163563E+00
   6  15  11   6     0.110927E+00
   6  15  11  10     0.000000E+00
   6  15  11  14     -.391530E-01
   6  15  12   1     0.163563E+00
   6  15  12   5     0.110927E+00
   6  15  12   9     0.000000E+00
   6  15  12  13     -.391530E-01
   6  15  13   4     0.135652E+00
   6  15  13   8     0.277236E+00
   6  15  13  12     0.391530E-01
   6  15  14   3     0.135652E+00
   6  15  14   7     0.277236E+00
   6  15  14  11     0.391530E-01
   6  15  15   2     0.135652E+00
   6  15  15   6     0.277236E+00
   6  15  15  10     0.391530E-01
   6  15  16   1     0.135652E+00
   6  15  16   5     0.277236E+00
   6  15  16   9     0.391530E-01
   6  15  17   4     0.179482E+00
   6  15  17   8     0.170696E+00
   6  15  18   3     0.179482E+00
   6  15  18   7     0.170696E+00
   6  15  19   2     0.179482E+00
   6  15  19   6     0.170696E+00
   6  15  20   1     0.179482E+00
   6  15  20   5     0.170696E+00
   6  15  21   4     0.160009E+00
   6  15  22   3     0.160009E+00
   6  15  23   2     0.160009E+00
   6  15  24   1     0.160009E+00
   6  19   1   4     0.000000E+00
   6  19   1   8     -.149208E+00
   6  19   1  12     -.181861E+00
   6  19   1  16     -.144853E+00
   6  19   1  20     -.140390E+00
   6  19   1  24     -.148257E+00
   6  19   2   3     0.000000E+00
   6  19   2   7     -.149208E+00
   6  19   2  11     -.181861E+00
   6  19   2  15     -.144853E+00
   6  19   2  19     -.140390E+00
   6  19   2  23     -.148257E+00
   6  19   3   2     0.000000E+00
   6  19   3   6     -.149208E+00
   6  19   3  10     -.181861E+00
   6  19   3  14     -.144853E+00
   6  19   3  18     -.140390E+00
   6  19   3  22     -.148257E+00
   6  19   4   1     0.000000E+00
   6  19   4   5     -.149208E+00
   6  19   4   9     -.181861E+00
   6  19   4  13     -.144853E+00
   6  19   4  17     -.140390E+00
   6  19   4  21     -.148257E+00
   6  19   5   4     0.149208E+00
   6  19   5   8     0.000000E+00
   6  19   5  12     -.635095E-01
   6  19   5  16     -.170696E+00
   6  19   5  20     -.256045E+00
   6  19   6   3     0.149208E+00
   6  19   6   7     0.000000E+00
   6  19   6  11     -.635095E-01
   6  19   6  15     -.170696E+00
   6  19   6  19     -.256045E+00
   6  19   7   2     0.149208E+00
   6  19   7   6     0.000000E+00
   6  19   7  10     -.635095E-01
   6  19   7  14     -.170696E+00
   6  19   7  18     -.256045E+00
   6  19   8   1     0.149208E+00
   6  19   8   5     0.000000E+00
   6  19   8   9     -.635095E-01
   6  19   8  13     -.170696E+00
   6  19   8  17     -.256045E+00
   6  19   9   4     0.181861E+00
   6  19   9   8     0.635095E-01
   6  19   9  12     0.000000E+00
   6  19   9  16     -.995875E-01
   6  19  10   3     0.181861E+00
   6  19  10   7     0.635095E-01
   6  19  10  11     0.000000E+00
   6  19  10  15     -.995875E-01
   6  19  11   2     0.181861E+00
   6  19  11   6     0.635095E-01
   6  19  11  10     0.000000E+00
   6  19  11  14     -.995875E-01
   6  19  12   1     0.181861E+00
   6  19  12   5     0.635095E-01
   6  19  12   9     0.000000E+00
   6  19  12  13     -.995875E-01
   6  19  13   4     0.144853E+00
   6  19  13   8     0.170696E+00
   6  19  13  12     0.995875E-01
   6  19  14   3     0.144853E+00
   6  19  14   7     0.170696E+00
   6  19  14  11     0.995875E-01
   6  19  15   2     0.144853E+00
   6  19  15   6     0.170696E+00
   6  19  15  10     0.995875E-01
   6  19  16   1     0.144853E+00
   6  19  16   5     0.170696E+00
   6  19  16   9     0.995875E-01
   6  19  17   4     0.140390E+00
   6  19  17   8     0.256045E+00
   6  19  18   3     0.140390E+00
   6  19  18   7     0.256045E+00
   6  19  19   2     0.140390E+00
   6  19  19   6     0.256045E+00
   6  19  20   1     0.140390E+00
   6  19  20   5     0.256045E+00
   6  19  21   4     0.148257E+00
   6  19  22   3     0.148257E+00
   6  19  23   2     0.148257E+00
   6  19  24   1     0.148257E+00
   7   2   1   4     0.000000E+00
   7   2   1   8     0.908430E+00
   7   2   1  12     0.444009E+00
   7   2   1  16     0.274990E+00
   7   2   1  20     0.115038E+00
   7   2   1  24     0.580790E-01
   7   2   2   3     0.000000E+00
   7   2   2   7     0.908430E+00
   7   2   2  11     0.444009E+00
   7   2   2  15     0.274990E+00
   7   2   2  19     0.115038E+00
   7   2   2  23     0.580790E-01
   7   2   3   2     0.000000E+00
   7   2   3   6     0.908430E+00
   7   2   3  10     0.444009E+00
   7   2   3  14     0.274990E+00
   7   2   3  18     0.115038E+00
   7   2   3  22     0.580790E-01
   7   2   4   1     0.000000E+00
   7   2   4   5     0.908430E+00
   7   2   4   9     0.444009E+00
   7   2   4  13     0.274990E+00
   7   2   4  17     0.115038E+00
   7   2   4  21     0.580790E-01
   7   2   5   4     -.908430E+00
   7   2   5   8     0.000000E+00
   7   2   5  12     0.242518E+00
   7   2   5  16     0.199251E+00
   7   2   5  20     0.149208E+00
   7   2   6   3     -.908430E+00
   7   2   6   7     0.000000E+00
   7   2   6  11     0.242518E+00
   7   2   6  15     0.199251E+00
   7   2   6  19     0.149208E+00
   7   2   7   2     -.908430E+00
   7   2   7   6     0.000000E+00
   7   2   7  10     0.242518E+00
   7   2   7  14     0.199251E+00
   7   2   7  18     0.149208E+00
   7   2   8   1     -.908430E+00
   7   2   8   5     0.000000E+00
   7   2   8   9     0.242518E+00
   7   2   8  13     0.199251E+00
   7   2   8  17     0.149208E+00
   7   2   9   4     -.444009E+00
   7   2   9   8     -.242518E+00
   7   2   9  12     0.000000E+00
   7   2   9  16     0.943675E-01
   7   2  10   3     -.444009E+00
   7   2  10   7     -.242518E+00
   7   2  10  11     0.000000E+00
   7   2  10  15     0.943675E-01
   7   2  11   2     -.444009E+00
   7   2  11   6     -.242518E+00
   7   2  11  10     0.000000E+00
   7   2  11  14     0.943675E-01
   7   2  12   1     -.444009E+00
   7   2  12   5     -.242518E+00
   7   2  12   9     0.000000E+00
   7   2  12  13     0.943675E-01
   7   2  13   4     -.274990E+00
   7   2  13   8     -.199251E+00
   7   2  13  12     -.943675E-01
   7   2  14   3     -.274990E+00
   7   2  14   7     -.199251E+00
   7   2  14  11     -.943675E-01
   7   2  15   2     -.274990E+00
   7   2  15   6     -.199251E+00
   7   2  15  10     -.943675E-01
   7   2  16   1     -.274990E+00
   7   2  16   5     -.199251E+00
   7   2  16   9     -.943675E-01
   7   2  17   4     -.115038E+00
   7   2  17   8     -.149208E+00
   7   2  18   3     -.115038E+00
   7   2  18   7     -.149208E+00
   7   2  19   2     -.115038E+00
   7   2  19   6     -.149208E+00
   7   2  20   1     -.115038E+00
   7   2  20   5     -.149208E+00
   7   2  21   4     -.580790E-01
   7   2  22   3     -.580790E-01
   7   2  23   2     -.580790E-01
   7   2  24   1     -.580790E-01
   7   6   1   4     0.000000E+00
   7   6   1   8     0.000000E+00
   7   6   1  12     0.000000E+00
   7   6   1  16     0.000000E+00
   7   6   1  20     0.000000E+00
   7   6   1  24     0.000000E+00
   7   6   2   3     0.000000E+00
   7   6   2   7     0.000000E+00
   7   6   2  11     0.000000E+00
   7   6   2  15     0.000000E+00
   7   6   2  19     0.000000E+00
   7   6   2  23     0.000000E+00
   7   6   3   2     0.000000E+00
   7   6   3   6     0.000000E+00
   7   6   3  10     0.000000E+00
   7   6   3  14     0.000000E+00
   7   6   3  18     0.000000E+00
   7   6   3  22     0.000000E+00
   7   6   4   1     0.000000E+00
   7   6   4   5     0.000000E+00
   7   6   4   9     0.000000E+00
   7   6   4  13     0.000000E+00
   7   6   4  17     0.000000E+00
   7   6   4  21     0.000000E+00
   7   6   5   4     0.000000E+00
   7   6   5   8     0.000000E+00
   7   6   5  12     0.000000E+00
   7   6   5  16     0.000000E+00
   7   6   5  20     0.000000E+00
   7   6   6   3     0.000000E+00
   7   6   6   7     0.000000E+00
   7   6   6  11     0.000000E+00
   7   6   6  15     0.000000E+00
   7   6   6  19     0.000000E+00
   7   6   7   2     0.000000E+00
   7   6   7   6     0.000000E+00
   7   6   7  10     0.000000E+00
   7   6   7  14     0.000000E+00
   7   6   7  18     0.000000E+00
   7   6   8   1     0.000000E+00
   7   6   8   5     0.000000E+00
   7   6   8   9     0.000000E+00
   7   6   8  13     0.000000E+00
   7   6   8  17     0.000000E+00
   7   6   9   4     0.000000E+00
   7   6   9   8     0.000000E+00
   7   6   9  12     0.000000E+00
   7   6   9  16     0.000000E+00
   7   6  10   3     0.000000E+00
   7   6  10   7     0.000000E+00
   7   6  10  11     0.000000E+00
   7   6  10  15     0.000000E+00
   7   6  11   2     0.000000E+00
   7   6  11   6     0.000000E+00
   7   6  11  10     0.000000E+00
   7   6  11  14     0.000000E+00
   7   6  12   1     0.000000E+00
   7   6  12   5     0.000000E+00
   7   6  12   9     0.000000E+00
   7   6  12  13     0.000000E+00
   7   6  13   4     0.000000E+00
   7   6  13   8     0.000000E+00
   7   6  13  12     0.000000E+00
   7   6  14   3     0.000000E+00
   7   6  14   7     0.000000E+00
   7   6  14  11     0.000000E+00
   7   6  15   2     0.000000E+00
   7   6  15   6     0.000000E+00
   7   6  15  10     0.000000E+00
   7   6  16   1     0.000000E+00
   7   6  16   5     0.000000E+00
   7   6  16   9     0.000000E+00
   7   6  17   4     0.000000E+00
   7   6  17   8     0.000000E+00
   7   6  18   3     0.000000E+00
   7   6  18   7     0.000000E+00
   7   6  19   2     0.000000E+00
   7   6  19   6     0.000000E+00
   7   6  20   1     0.000000E+00
   7   6  20   5     0.000000E+00
   7   6  21   4     0.000000E+00
   7   6  22   3     0.000000E+00
   7   6  23   2     0.000000E+00
   7   6  24   1     0.000000E+00
   7  10   1   4     0.000000E+00
   7  10   1   8     -.242518E+00
   7  10   1  12     -.886950E-01
   7  10   1  16     -.193143E+00
   7  10   1  20     -.139013E+00
   7  10   1  24     -.133232E+00
   7  10   2   3     0.000000E+00
   7  10   2   7     -.242518E+00
   7  10   2  11     -.886950E-01
   7  10   2  15     -.193143E+00
   7  10   2  19     -.139013E+00
   7  10   2  23     -.133232E+00
   7  10   3   2     0.000000E+00
   7  10   3   6     -.242518E+00
   7  10   3  10     -.886950E-01
   7  10   3  14     -.193143E+00
   7  10   3  18     -.139013E+00
   7  10   3  22     -.133232E+00
   7  10   4   1     0.000000E+00
   7  10   4   5     -.242518E+00
   7  10   4   9     -.886950E-01
   7  10   4  13     -.193143E+00
   7  10   4  17     -.139013E+00
   7  10   4  21     -.133232E+00
   7  10   5   4     0.242518E+00
   7  10   5   8     0.000000E+00
   7  10   5  12     -.235679E+00
   7  10   5  16     -.110927E+00
   7  10   5  20     -.635095E-01
   7  10   6   3     0.242518E+00
   7  10   6   7     0.000000E+00
   7  10   6  11     -.235679E+00
   7  10   6  15     -.110927E+00
   7  10   6  19     -.635095E-01
   7  10   7   2     0.242518E+00
   7  10   7   6     0.000000E+00
   7  10   7  10     -.235679E+00
   7  10   7  14     -.110927E+00
   7  10   7  18     -.635095E-01
   7  10   8   1     0.242518E+00
   7  10   8   5     0.000000E+00
   7  10   8   9     -.235679E+00
   7  10   8  13     -.110927E+00
   7  10   8  17     -.635095E-01
   7  10   9   4     0.886950E-01
   7  10   9   8     0.235679E+00
   7  10   9  12     0.000000E+00
   7  10   9  16     -.986740E-01
   7  10  10   3     0.886950E-01
   7  10  10   7     0.235679E+00
   7  10  10  11     0.000000E+00
   7  10  10  15     -.986740E-01
   7  10  11   2     0.886950E-01
   7  10  11   6     0.235679E+00
   7  10  11  10     0.000000E+00
   7  10  11  14     -.986740E-01
   7  10  12   1     0.886950E-01
   7  10  12   5     0.235679E+00
